name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region,Recipe
Handwo,"Bottle gourd, chana dal, cabbage, urad dal, toor dal",vegetarian,20,30,spicy,snack,Gujarat,West,"firstly, soak 1 cup rice, ½ cup chana dal, ¼ cup toor dal, 2 tbsp urad dal for 3-4 hours.
add ½ cup curd and blend to a smooth but slightly coarse paste.
further add 1 cup grated bottle gourd, ½ cup grated cabbage, ¼ cup grated carrot and 3 tbsp coriander.
also add ½ tsp ginger paste, 1 green chilli, ½ tsp sugar, ¼ tsp chilli powder, ¼ tsp turmeric, 2 tsp oil and ¾ tsp salt.
mix well making sure the batter is slightly thick like idli batter consistency.
now add 1 tsp eno / fruit salt and mix gently.
bake the handvo in over or cook on tawa."
Halvasan,"Whole wheat rava, chia seed, lemon, edible gum, litre milk",vegetarian,-1,-1,sweet,dessert,Gujarat,West,"In a pan, add ghee and fry gond on low flame till it becomes crispy. Keep it aside
Add broken wheat to pan, and roast till it puffs up and slightly changes its color.
Add milk to a pan, stir continuously till milk reduces to half.
Add fried gond into milk mixture and stir continuously. Milk starts to curdle.
Now, In a separate pan caramelize 140 gram or ½ cup sugar. Cook it on low flame till all sugar melts.
Once the sugar starts to melt stir constantly. Once all sugar is melted and becomes liquid switch off the flame. Don't cook more.
Now put the caramelized sugar into the milk mixture and stir constantly for 3-4 min. This will avoid any lumps forming in the mixture.
Now cook this mixture on medium flame till it dries up.
Add chopped dry fruits, cardamom powder, nutmeg powder and mix well. Cook till the mixture leaves sides of the pan.
Take out Halwasan mixture on a plate and allow it cool down a little and then we make peda out of it.
After 1-2 hrs divide the mixture into 7-8 parts using greased hands.
Shape each part into peda shape.
Garnish with pistachio clipping and watermelon seeds.
Prepare all Halwasan pieces in the same way.
Allow Halwasan to come to room temperature and then it is ready to eat!
Halwasan can be stored at room temperature for 10-12 days or in the fridge for 15-20 days."
Jeera Aloo,"Green chilies, lemon juice, chili powder, boiled potatoes",vegetarian,10,30,spicy,main course,Gujarat,West,"Start with dry roasting cumin seeds, coriander seeds, fennel seeds and dried red chilies until fragrant.
Then, add the dry roasted spices and ½ teaspoon dry mango powder to the blender and blend to a coarse powder. The Jeera Masala is ready to use, set it aside.
Heat oil in a heavy bottom pan. When the oil hot enough, reduce the flame to medium and add the cumin seeds and green chillies. Allow the cumin seeds to crackle for few seconds until fragrant, does not burn.
Add grated ginger and sauté for few seconds.
Then, add turmeric powder and cook for few seconds making sure it does not burn. Keep the flame medium as to avoid burning.
Then add boiled baby potatoes, salt and toss very well, cover and cook on low for 3-4 minutes. Tip: Let the potato sear for few extra minutes to give nice crispy golden layer.
After cooking boiled potatoes for few minutes, add ground jeera masala powder and mix. Cook on medium low for a minute only, cooking for too long may burn the masala.
Finally, add lemon juice (or lime juice) and chopped cilantro leaves and toss.
Serve hot with bread of choice, or dal rice or even with pulao rice."
Kansar,"Wheat flour, cashews, rapeseed oil",vegetarian,10,40,-1,main course,Gujarat,West,"Mix the wheat flour with 1 tblsp of ghee in a bowl and keep aside.
Heat a heavy bottomed pan over medium flame.
Add 3 cups of water and jaggery.
Bring to a boil and reduce flame to low.
Add the remaining ghee and mix well.
Add the wheat flour and stir well.
Cover the pan with a lid and simmer for 15 minutes or until all water has been absorbed or evaporated, stirring from time to time.
Remove and transfer to a serving bowl.
Sprinkle sugar on top and garnish with almonds.
Serve at once."
Keri no ras,"Mango, sugar",vegetarian,10,10,sour,main course,Gujarat,West,"To begin making the Aamras Recipe, roll the whole mangoes with your palms to soften them.

Peel the mango, transfer all the pulp into a mixer-jar, discarding the seed. 

Along with the mango pulp in the jar, add water and adjust the sugar to your liking and depending on the sweetness of the mango. 

Pulse it until smooth. Keep in fridge for some time and serve cold along with your meal.

Serve this delicious Aamras recipe along with Puri Recipe, Batata Nu Shaak and Mumbai Style Masala Khichia Churi or just enjoy it on its own for your breakfast or evening snack, and you will simply love it."
Khakhra,"Whole wheat flour, low fat, bengal gram flour",vegetarian,20,40,spicy,snack,Gujarat,West,"To make masala khakhra, combine all the
ingredients and knead into a soft dough
without using any water.
Divide the dough into 4 equal portions and
roll out each portion into a very thin round
of 175 mm. (7"") diameter using a little
whole wheat flour for rolling.
Heat a non-stick tava (griddle) and cook
each masala khakhra on a slow flame till
pink spots appear on both the sides.
Continue cooking the masala khakhra on
a slow flame, while pressing with a folded
muslin cloth, till it turns crisp and brown
from both the sides.
Cool and store the masala khakhras in an |
air-tight container."
Khandvi,"Green chili paste, white sesame seeds, gram flour, curry leaves, green chili",vegetarian,20,45,spicy,snack,Gujarat,West,"In a blender, add gram flour, plain yogurt, water, salt, ginger paste, turmeric powder, and blend it well. You can mix and blend in an immersion blender also.
Stovetop Method
In a pan, add the blended batter and cook it on a medium flame on a stovetop. Keep stirring continuously, the batter should be thick enough. It will take approximately 5-7 minutes to cook. The timing may vary depending on the intensity of the flame.
Note - Do not stop stirring as gram flour (Besan) will start forming lumps.
To check whether the batter is thick enough, do a test after 4-5 minutes. Spread few teaspoons of the batter to the plate/mat. Let it cool and then begin to roll, if it doesn't get rolled up the batter needs to be cooked more. And if it rolls up easily, batter is ready.
Microwave Method
In a microwave-safe bowl, add the blended batter and cook for 2 minutes. Take it out stir nicely, it should not create any lumps. Place it back in the microwave and cook for another 2 minutes. Take it out again and stir well.
Microwave again for 2 minutes, take it out and mix it well. Now microwave for the last time for 1 minute and then take it out and the batter is ready. Check the batter is ready by spreading on a plate. Let it cool and check that you can roll it.
Note: We have microwaved the batter for total 7 minutes.
Make Rolls
Take a plate or a silicone mat. Put the batter on the edge of it and spread a thin layer with a spatula. Keep it aside for 5-6 minutes. Repeat the same process to the rest of the batter.
Note: You have to be quick with the batter as we don't want it to cool down if it's cooled down it will be difficult to spread it.
Once the khandvi is cooled. Cut them into equal-sized strips with a pizza cutter or a sharp knife. Gently roll them tightly and put them in a tray or a serving plate.
Tempering
Heat oil, mustard seeds let them crackle, add green chilies, asafoetida, sesame seeds. When they change color and crackle, take off flame, pour it with a spoon on the khandvi rolls evenly.
Garnish it with chopped cilantro and grated coconut. Enjoy it as it is or serve it with green chutney and masala chai."
Kombdi vade,"Rice flour, urad dal, wheat flour, gram flour, turmeric",vegetarian,10,25,spicy,snack,Maharashtra,West,"Heat enough oil for deep frying
 To make the dough
In a bowl add 1 cup rice flour, 1/2 cup wheat flour, 1/2 cup gram flour
Add mixture of 1 tbsp urad dal, 1/2 tsp cumin seeds, 7-8 fenugreek seeds
Add 1/4 tsp turmeric and salt according to taste
Now add some water and 1 tbsp oil
Once the dough is formed, place a plastic sheet on the kitchen platform
Now make a small dough ball and place it on the plastic sheet
With the use of fingers, start pressing the dough in a circular direction
Once the circle is formed, put it into the hot oil
Once the vade turns golden brown, it is ready"
Laapsi,"Cinnamon, jaggery, clarified butter, dry roasted",vegetarian,10,40,spicy,main course,Madhya Pradesh,Central,"Heat the ghee in a saucepan on medium heat. Once hot add cloves, cinnamon stick and dalia (fada).
Stir and start roasting. In the beginning, fada will absorb all the ghee.
On another stove, heat the water till it starts simmering. You can do this in a microwave.
Keep stirring constantly and continue roasting till it becomes aromatic and light brown in color (for about 5-7 minutes). As it gets roasted, you will get a nice toasted aroma and also notice that ghee starts to ooze out and starts bubbling.
Now add hot water and bring it to a boil.
Cover the pan, lower the heat to medium-low and cook till it gets cooked and soft (for about 20-25 minutes). In between, you can open the lid and stir to check it is not sticking to the bottom of the pan. If the water dries out and still not cooked then add some more warm water.
Now add sugar and cardamom powder.
Mix, as the sugar melts it becomes runny again. Keep stirring and cooking until it becomes almost dry again (for about 5-6 minutes).
Now turn off the stove and garnish with sliced almonds and cashew nuts.
Serve fada lapsi hot or warm.
Notes
You can add raisins. If so add along with water so it gets soft and plump.
To enhance the nuts flavor, dry roast slightly before slicing and chopping.
Nutrition
Calories: 406kcal | Carbohydrates: 58.1g | Protein: 6.3g | Fat: 18g | Saturated Fat: 9.5g | Cholesterol: 40mg | Sodium: 12mg | Potassium: 48mg | Fiber: 7.5g | Sugar: 25.3g
*Nutrition information is a rough estimate for 1 serving
Did you make this recipe?
Snap a pic, mention @spice.up.the.curry or tag #spiceupthecurry. I would love to see.
« Carrot Pickle Recipe (Indian Gajar Ka Achar)
BEST Masala Khichdi Recipe {w/ Instant Pot option} »
472
SHARES
Facebook

Pinterest
472
Reader Interactions
Leave A Reply
Your email address will not be published. Required fields are marked *

Recipe Rating
Recipe Rating
Comment *

Name *

Email *

This site uses Akismet to reduce spam. Learn how your comment data is processed.

Kanan
Hi, I'm Kanan Patel. I share easy, delicious vegetarian recipes (mostly Indian) and Eggless baking recipes that you can sure count on!

More about me →

Indian Spice Box
Indian Spice Box
Top Recipes

Eggless Chocolate Chip Cookies

World’s BEST Eggless Brownies

Punjabi Shahi Paneer (Restaurant Style)

Chipotle Sauce

Eggless Banana Muffins Recipe

Frankie Recipe (Bombay Veg Frankie Roll)


Footer
↑ BACK TO TOP

About
ABOUT KANAN
PRIVACY POLICY
DISCLOSURE
ACCESSIBILITY POLICY
NUTRITION DISCLAIMER
Newsletter
SIGN UP! FOR EMAILS AND UPDATES. PLUS GET A BONUS COOKING TIPS!
Resources
CONVERSION CHART
GLOSSARY
RECIPE INDEX
CONTACT
As Featured In
Spice Up The Curry Featured in sites
AS AN AMAZON ASSOCIATE I EARN FROM QUALIFYING PURCHASES.

COPYRIGHT © 2022 SPICE UP THE CURRY

EXCLUSIVE MEMBER OF MEDIAVINE FOOD

487
"
Koshimbir,"Cucumber, carrot, tomatoes, cilantro",vegetarian,10,10,spicy,main course,Maharashtra,West,"To begin making Kakdi Chi Koshimbir Recipe, in a mixing bowl, combine the cubed cucumbers, coriander, green chilli, grated coconut and give it a good mix.
Roughly pound the roasted peanuts using a mortar and pestle and add it to the salad bowl and mix.
Season with salt, sugar, lemon juice and mix all the ingredients evenly.
Now, heat ghee in a small tadka pan on medium heat, add the mustard seeds, red chilli and let it splutter.
Switch off the flame, add the curry leaves, once it crackles, pour this tadka over the cucumber salad and mix well.
Serve the Kakdi Chi Koshimbir Recipe along with Maharastrian Kairichi Amti Recipe and Steamed Rice for a simple Maharashtrian meal."
Methi na Gota,"Rava, gram flour, lemon juice, turmeric, fenugreek leaves",vegetarian,15,30,bitter,main course,Gujarat,West,"Rinse and then chop the methi leaves finely.
Mash the banana in a bowl. Add the methi leaves to it.
Add all the ingredients including the 2 tsp oil.
Add very little water, about 1 or 2 tbsp and make a thick batter, like a thick cake batter.
We are making a thick batter first so that later, the batter will become thin as the methi leaves will start to leave water. This also depends on how much water content the methi leaves have.
Keep this batter covered aside for 30 minutes.
After 30 minutes check the batter.
The batter should be of smooth, flowing consistency.
If the batter is still thick then you can add a few tbsps of water.
Heat oil for deep frying in a kadai or deep fryer.
When the oil is medium hot. Drop the batter from 1 tbsp measuring spoon into the oil.
Take care not to touch the spoon with the hot oil. You can also use a regular spoon.
As soon as you drop the spoonful of batter in the oil, they will start puffing up and expand a bit and becoming brown.
Since we have added bananas the browning happens faster. So fry on a medium hot oil.
Fry the methi pakoras till golden and crisp all over.
Drain the methi pakoras on paper towels to remove excess oil.
Serve methi na gota hot with any green chutney or tomato sauce.
"
Mohanthal,"Rose water, pistachio, badam, bengal gram flour, saffron",vegetarian,5,45,sweet,dessert,Gujarat,West,"firstly, in a large bowl take 3 cup besan, ¼ cup ghee and ¼ cup milk.
crumble and mix until the besan turns moist.
keep rubbing, until the besan turns grainy texture.
now sieve the besan using a large holes sieve.
the besan turns grainy texture. keep aside.
in a large kadai heat 1 cup ghee and add besan mixture.
keep roasting the besan on low flame.
after roasting for 20 minutes, the besan turns golden brown and ghee releases from sides.
now add ½ cup milk and mix continuously.
the mixture turns frothy forming a more grainy texture.
keep cooking the besan until the milk is absorbed completely.
transfer to a bowl and keep aside.
in a large kadai add 1½ cup sugar and ½ cup water.
boil until 1 string consistency of sugar syrup is attained.
add pinch saffron food colour and mix well. adding colour is optional, however, it enhances the colour of burfi.
further, add ½ cup khova and mix well. mix until the khova is well combined in sugar syrup.
now add roasted besan mixture into the sugar syrup.
mix well making sure the besan is well combined.
continue to cook until the mixture starts to separate the pan.
also, add ¼ tsp cardamom powder and mix well.
transfer the mixture into the tray lined with baking paper.
tap and level up forming an even top.
rest for 4 hours, or you can refrigerate to set quickly.
once the burfi has set completely, unmould and decorate with silver vark.
chop into the desired shape and garnish with dry fruits.
finally, enjoy mohanthal for a week when refrigerated."
Muthiya,"Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour",vegetarian,15,30,bitter,snack,Gujarat,West,"firstly, in a large mixing bowl take all the ingredients listed and knead the dough well.
now take a large ball sized dough and roll to a cylindrical shape.
cover and steam for 20 minutes.
further, in a kadai heat 2 tbsp oil and splutter tempering.
add in sliced muthiya and mix well.
spread and roast on both sides until the sides turn crisp.
further add 2 tbsp coconut, 2 tbsp coriander and mix gently.
finally, enjoy dudhi na muthiya with green chutney."
Patra,"Arbi ke patte, sesame seeds, gur, bengal gram flour, imli",vegetarian,10,40,spicy,snack,Gujarat,West,"To make patra, place 3 colocassia leaf with
the vein side facing upwards on clean dry
surface and remove the vein using a sharp
knife.

Clean the colocassia leaf on both the sides
using 3 wet muslin cloth.

Repeat steps 1 3nd 2 to destem and clean
11 more colocassia leaves.

Place a colocassia leaf on a clean flat
surface with the light green side facing
upwards and the tip facing towards you.
Spread a lttle beasn mixture evenly on the
colocassia leaf using your fingers.

Place another colocassia leaf over it with
the light green side again facing upwards.
and tip in the opposite direction. Again
spread a lttle beasn mixture evenly over
the colocassia leaf.

Repeat steps & to & for 2 more leaves.
Fold the leaves around 2” from both sides.
Roll it up tightly from one end to other end
while applying 3 little besan mixture in
‘each fold. Finally secure the other end
using 3 little besan mixture and keep
aside.

Repeat steps 4 to 9 to make 2 more rolls.
Place all the 3 rolls in 2 steamer and cook
for 20 to 25 minutes or till they becomes.
firm. Keep aside to cool completely for
approx. 10 minutes.

When cool, cut each roll into 12 mm. (157)
thick slices and keep aside.

Heat the oil in 3 deep non-stick pan and
2dd the mustard seeds.

When the seeds crackle, add the sesame
seeds and asafoetida and sauté on a
medium flame for few seconds.

4dd the patras pieces, toss gently and
ook on a medium flame for 1 minute.
Garnish the patras with coconut and
coriander and serve."
Pav Bhaji,"Pav bhaji masala, gobi, potatoes, green peas, dinner rolls",vegetarian,20,40,spicy,main course,Maharashtra,West,"Boil the veggies first and keep them ready. I used my pressure cooker to boil them until they were soft and tender. 
Heat 1 tablespoon of butter and 1 tablespoon of oil in a large pot on medium heat. Once the butter melts and oil is hot, add the cumin seeds and let them sizzle.
Add the chopped onions and mix. I like to use my food processor to chop them really fine.
Cook the onions for around 4 minutes until golden brown in color. 
Add the finely chopped ginger, garlic and green chili. Again, I used my food processor to chop them really fine. Cook the ginger-garlic-green chili for 1 minute.
Add chopped tomatoes and mix well. Let the tomatoes cook for 2 minutes.
Add store bought tomato puree, 1/4 cup water and 1/4 teaspoon salt. Cover the pan and let the tomato cook for 6 minutes until softened and completely cooked.
Add the pav bhaji masala, Kashmiri red chili powder, red chili powder and remaining 1 teaspoon of salt. You may also add 1/2 teaspoon of sugar here (optional).
Mix well and then add in 2 teaspoons of kasuri methi (dried fenugreek leaves).
Stir in the boiled veggies and mix. Using a potato masher, mash the veggies until they are completely mixed with the masala.
Add the remaining 3/4 – 1 cup water and mix. I used an immersion blender to blend the veggies to a paste like consistency at this point but this is optional. You may keep them as such.
Cover the pot and set heat to low. Let the bhaji simmer on low heat for 15 minutes.
Open the pot and add in the remaining 2 tablespoons of butter.
Add a generous amount of chopped cilantro.
Then add in juice of 1 large lemon. Let the bhaji simmer for 2 more minutes and then remove pan from heat."
Puri Bhaji,"Aloo, urad dal, mustard, ginger, curry leaves",vegetarian,10,30,spicy,main course,Maharashtra,West,"Boil the potatoes till they are cooked completely.
Once they are warm, peel them and chop.In a pan, heat oil. Add cumin, mustard and urad dal.
Fry till the mustard crackles and starts making sound and the urad dal begins to turn brown.
Add the chopped onion. Fry till they become soft & transparent.
Now add the ginger and green chilies. Fry for a minute.
Add the curry leaves. Stir and fry for some seconds.
Add the turmeric and asafoetida. Stir and fry for some seconds. Don't burn the turmeric.
Next, add the chopped potatoes, half of the coriander leaves.
Stir. Now add 3/4 water and salt. Stir and cover the pan.
Let the bhaji simmer for 5-6 minutes on a low flame.
There should be some moisture in the bhaji and it should not be very dry.
Add the remaining coriander leaves.
Stir and serve the bhaji hot with pooris, chapatis or dosa."
Sabudana Khichadi,"Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili",vegetarian,70,30,spicy,snack,Maharashtra,West,"Rinse sabudana under water until water turns clear. This is important to get rid of all the starch.
Transfer the rinsed sabudana to a large bowl and add 1 cup water to it. No more.
In the morning the sabudana would have soaked up all the water. But you still drain it using a colander just to get rid of any excess water.
To check if sabudana is ready to cook, press a pearl between your thumb and index finger. It should smash easily. Set it aside.
Heat oil in a pan on medium heat. Once the oil is hot, add the cumin seeds and let them sizzle for few seconds.
Then add the diced potatoes and cook for 3-4 minutes stirring often until potatoes are almost cooked. It's important to dice the potatoes small here so that cook quickly.
Add the raw peanuts and for another 2-3 minutes.
Then add the green chili, curry leaves and cook for 1 more minute.
Add the drained sabudana to the pan along with salt and sugar. Mix until well combined.
Cook for few minutes until most of the sabudana pearls become translucent, stirring once or twice. Do not cook it for a long time else it will become sticky. 
Remove pan from heat. Add lemon juice and cilantro and toss to combine.
Serve sabudana khichdi hot with chilled yogurt."
Sev khamani,"Khaman, pomegranate, sev, powdered sugar, garlic",vegetarian,20,30,spicy,main course,Gujarat,West,"Step 1 Soak chana dal for 5-6 hours
To prepare this Gujarati speciality, first, take a large-sized bowl and pour a good amount of water in it. Then, transfer the chana dal in it. Cover with a lid and keep aside for at least 5-6 hours.

Step 2 Prepare the Khamani spice mix
Next, take a large-sized pan and place it on medium-low flame. Then, pour and heat oil in it. Now, add mustard seeds and stir them for 5-10 seconds. Next, add the ginger paste along with green chilli paste, sugar, lemon juice and mix well. Also, add salt as required. Stir well for about 10-12 minutes and then keep aside.

Step 3 Grind the chana dal
After the dal is soaked in water for at least 5-6 hours, drain the water from its bowl. Now, transfer the soaked dal in a mixer-grinder jar. Grind it at maximum speed until it becomes partially smooth in texture.

Step 4 Cook the dal paste & add seasoning
Next, take a separate large-sized pan and place it on medium flame. Now, transfer the blended dal in the pan and stir well until it reaches the boiling temperature. Make sure that the dal is cooked properly and is tender in texture. Also, add salt as required and mix well. Once done, turn the flame off and keep aside.

Step 5 Layer the dal & spice mixture before garnishing
Now, take a serving dish and transfer the prepared dal (step 4) in it. Then, transfer the prepared spice mixture(step 2) over it. Garnish with pomegranate, sev, coriander leaves and serve immediately."
Sev tameta,"Sev, ginger, tomato, sugar",vegetarian,20,30,spicy,main course,Gujarat,West,"First rinse and then chop the tomatoes, ginger and green chili.
Heat oil in a pan. Add mustard seeds and crackle them.
Then add cumin seeds and saute till they change color. A few seconds.
Then add chopped ginger, green chilies and asafoetida. Stir and saute for 10 to 12 seconds till the raw aroma of ginger goes away.
Add the chopped tomatoes.
Stir and then add spice powders - turmeric powder, red chili powder, coriander powder and cumin powder.
Stir well and saute for a minute. Then add salt and sugar.
Stir and saute. You have to stir a few times so that the tomatoes get cooked evenly.
Saute till the tomatoes soften.
Then add water. Stir very well.
Bring the tomato curry to a simmer. Switch off and check the taste. Add more salt and sugar if required. You can make the curry more thick also, if you prefer.
When done, pour the tomato curry or sabzi in serving bowl/bowls.
Sprinkle sev all over on the serving bowl/bowls.
Garnish with coriander leaves and serve the sev tameta nu shaak with phulkas, chapatis or methi thepla or bajra rotis."
Namakpara,"Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil",vegetarian,10,35,spicy,snack,Gujarat,West,"Sieve the whole wheat flour, all purpose flour, baking soda and salt together.
Add the carom seeds, crushed black pepper, cumin seeds and salt. Mix these spices and seasonings with the sifted ingredients.
Add the oil or ghee. Add water in parts and start to knead the dough.
The dough should not be soft, but firm and tight. Cover and set aside the dough to rest for 30 minutes. You can either cover the bowl with a lid or place a moist kitchen towel on the dough.Take medium sized balls from the dough. Roll them to a neat round ball between your palms. Place one ball on a lightly dusted floured surface or rolling board.
With a rolling pin, roll into a disc or round neither too thin nor too thick and about 3 to 4 mm thick.
With a serrated knife make criss cross patterns on the rolled dough.

Remove the diamond shaped patterns and deep fry them in hot oil till crisp and golden browned.
Drain them on paper napkins to remove excess oil. Fry the remaining namak pare or diamond cuts in batches.
Once they cool at room temperature, then store them in an airtight jar. These keep well for a couple of week when stored in an air-tight container or jar.
You can serve namak para with tea or as a snack."
Sukhdi,"Whole wheat flour, gur, clarified butter",vegetarian,10,20,sweet,dessert,Maharashtra,West,"Sprinkle the poppy seeds on a 150 mm.
(6"") diameter greased thali and keep aside.
Melt the ghee in a non-stick kadhai, add the
wheat flour and sauté on a slow flame for
approx. 15 to 17 minutes or till it turns
golden brown in colour, stirring
continuously.

Remove from the flame and add the
jaggery, cardamom powder and coconut.
Mix well.

When the jaggery melts and the mixture is
still warm, pour it into the greased thali
(with poppy seeds) and spread it evenly
with the help of the base of a small bow!
(katori) or a flat spoon.

Cut the golpapdi into diamond shapes
while still warm and garnish with almond
slivers.

Remove the golpapdi pieces and store in
an air-tight container."
Surnoli,"Rice flakes, yogurt, raw rice, jaggery, grated coconut",vegetarian,60,10,spicy,snack,Maharashtra,West,"To a bowl add 1 cup dosa rice and 1/4 tsp fenugreek seeds. Pour 2 cups water and wash and drain it atleast 3 times.
Now add 3 cups water to the bowl with rice and fenugreekseeds. Take half cup poha in a bowl and add 1/2 cup water.
Soak both rice and poha for 4 hours.
Add the soaked rice and poha to a blender jar and add 1/2 cup grated coconut, 1/4 cup jaggery, 1/2 cup buttermilk.
Grind to a smooth but thick paste. Try not to add extra water while grinding.
Ferment the batter for 8 hours or overnight. Fermentation may take longer if you leave in a colder region.
To the fermented batter add 1/2 tsp salt, 1/4 tsp turmeric powder, 1/4 tsp cokking soda and mix well.
Heat a iron skillet on medium high heat and brush 1/2 tsp oil on the skillet.
Now pour a ladle of batter into the middle of the skillet(do not spread the batter).
Cover the skillet and cook for 3 minutes.
Add 1/2 tsp oil and flip the dosa and cook for 2 minutes.
Serve with ghee and chutney powder on the side.Grind 1/2 cup soaked rice, 1/4 cup poha, 1/4 cup grated coconut, 1/4 cup buttermilk to a smooth but thick paste.Try not to add extra water while grinding.
Ferment the batter for 8 hours or overnight. Fermentation may take longer if you leave in a colder region.
To the fermented batter add 1/4 tsp salt, 1/4 tsp cokking soda and mix well.
Heat a iron skillet on medium high heat and brush 1/2 tsp oil on the skillet.
Now pour a ladle of batter into the middle of the skillet(do not spread the batter).
Cover the skillet and cook for 3 minutes.
Add 1/2 tsp oil and flip the dosa and cook for 2 minutes.
Serve hot with chutney."
Thalipeeth,"Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds",vegetarian,25,30,spicy,main course,Maharashtra,West,"firstly, in a large mixing bowl take 1 cup jowar flour, ¼ cup besan, ¼ cup wheat flour, ¼ cup bajra and ¼ cup rice flour.
also add 1 tsp ginger garlic paste, 2 green chilli, ¼ tsp turmeric, ½ tsp coriander powder, ½ tsp cumin powder, ¼ tsp ajwain, 2 tsp sesame seeds, 2 tbsp coriander, 1 onion and ½ tsp salt.
mix well making sure everything is combined well.
now add ½-1 cup water or as required and knead a dough.
now take a small ball of dough and start patting over oiled butter paper.
gently drop the sheet upside down over the hot griddle.
peel off the butter paper sheet slowly without breaking your thalippeth.
additionally, smear some oil over the thalipeeth.
cover and cook both sides on medium flame.
finally, serve the thalipeeth with butter, pickle and curd."
Undhiyu,"Sweet potato, surti papdi, baby potatoes, valor papdi, green peas",vegetarian,25,60,spicy,main course,Gujarat,West,"Heat 4 to 5 tbsp sesame oil or peanut oil in a pressure cooker. Add ½ tsp ajwain or carom seeds & ½ tsp cumin seeds. Stir and fry the ajwain and cumin seeds till they change their color. A few seconds. You can also use sunflower oil or safflower oil.
Then add ⅛ tsp asafoetida/hing. Stir.
Now add the stringed and podded beans. If you are using fresh pigeon peas, you can add them at this step.
Stir well. To preserve the green color of the beans you can add a pinch of soda. I did not add.
Now add half a portion of the leftover coconut masala.
Again stir very well and saute for 3 minutes on a low to medium flame. Then make a neat layer of the beans at the bottom.
Then place the chopped purple yam in a neat layer.
Then make another layer of chopped raw bananas and sweet potato.
Now sprinkle ¼ of the coconut masala evenly. Don't stir.
Make a next layer of stuffed brinjals and potatoes.
Add ½ cup water from the sides. Don't stir.
Now gently place the prepared methi muthia in a layer. Sprinkle 2 to 3 pinches of salt all over.
Cover the pressure cooker with its lid and pressure cook on a medium to high flame for 2 whistles or for 8 to 10 minutes.
When the pressure settles down on its own, remove the lid and gently mix everything without breaking the stuffed veggies.
While serving if you want, you can garnish surti undhiyu with chopped coriander leaves or some grated coconut. Serve undhiyu with pooris."
Veg Kolhapuri,"Gobi, potato, beans, khus khus, coconut",vegetarian,20,30,spicy,main course,Maharashtra,West,"Heat oil in a pan and add chopped onions.
Sauté the onions till they turn light golden or golden.
Add ginger-garlic paste.
Stir and then add chopped coriander leaves. Stir and sauté till the raw aroma of the ginger-garlic goes away.
Next, add chopped tomatoes.
Sauté till the tomatoes soften and you see oil leaving the sides of the pan.
Add turmeric powder, red chili powder and asafoetida.
Stir and then add chopped bell pepper/capsicum. You can also skip capsicum if you prefer.
Stir and sauté till the bell pepper is half cooked and yet have a slight crunch. About 5 to 6 minutes on a low heat.
Add the ground Kolhapuri masala.
Stir and sauté for some seconds.
Then add water. Season with salt.
Bring the curry to a simmer.
When you see some oil floating on top, add the steamed vegetables.
Stir and simmer the gravy for about 2 minutes.
Lastly, add chopped coriander leaves and give a final stir. You can also garnish with the coriander leaves.
Serve Veg Kolhapuri with soft chapatis, phulkas or parathas. You can also serve this spicy curry with bread and steamed rice."
Vindaloo,"Chicken, coconut oil, wine vinegar, ginger, green, cinnamon",non vegetarian,10,40,spicy,main course,Goa,West,"Combine chilies, cumin, turmeric, 1 piece of cinnamon, 5 peppercorns, 4 cloves, and sugar in a spice grinder. Grind until a fine powder is formed. Transfer spice mixture to food processor or mortar and pestle and add garlic, ginger, and vinegar. Process or pound until a fine paste is formed. Scrape out paste into a small bowl and set aside without washing food processor.
Place pork in a large bowl and season with salt. Add half of spice paste and turn pork to coat. Add onion to food processor and process until a paste is formed.
Heat oil in a heavy-bottomed saucepan over medium heat until shimmering. Add the onion paste (do not wash food processor bowl), remaining 4 peppercorns, remaining cinnamon stick, and remaining 3 cloves. Cook, stirring constantly, until onion is soft and oil is fragrant, about 5 minutes. Add remaining spice paste and cook, stirring occasionally, until the oil separates and mixture starts to sizzle, about 5 minutes longer.
Add pork and cook, stirring occasionally, until browned, about 10 minutes. Add water to the food processor bowl and swirl to rinse. Pour mixture into pan and bring to a simmer, stirring occasionally. Reduce heat to maintain a gentle simmer, cover, and cook until the pork is fork tender, about 1 hour longer. Serve immediately with bread or rice, or for better flavor, cool, store overnight in a sealed container in the refrigerator, and reheat before serving."
